,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
132,82.0,66.0,72.0,81.0,78.0,213565,82.0,72.0,66.0,78.0,72.0,81.0,82.0,77.0,82.0,75.0,LM ,82.0,72.0,66.0,78.0,72.0,81.0,82.0,77.0,82.0,75.0,77.0
133,80.0,70.0,77.0,79.0,81.0,212814,80.0,74.0,70.0,81.0,77.0,79.0,80.0,74.0,79.0,77.0,CAM CM ,80.0,74.0,70.0,81.0,77.0,79.0,80.0,74.0,79.0,77.0,74.0
134,51.0,81.0,75.0,52.0,60.0,212190,51.0,73.0,81.0,60.0,75.0,52.0,51.0,56.0,48.0,69.0,CB ,51.0,73.0,81.0,60.0,75.0,52.0,51.0,56.0,48.0,69.0,56.0
135,,,,,,210257,,,,,,,,,,,GK ,,,,,,,,,,,
136,74.0,82.0,82.0,74.0,77.0,209499,74.0,82.0,82.0,77.0,82.0,74.0,76.0,72.0,74.0,82.0,CDM ,74.0,82.0,82.0,77.0,82.0,74.0,76.0,72.0,74.0,82.0,72.0
137,81.0,56.0,64.0,82.0,75.0,209331,81.0,64.0,56.0,75.0,64.0,82.0,82.0,78.0,83.0,68.0,RW ,81.0,64.0,56.0,75.0,64.0,82.0,82.0,78.0,83.0,68.0,78.0
138,74.0,51.0,52.0,78.0,65.0,208596,74.0,52.0,51.0,65.0,52.0,78.0,72.0,82.0,75.0,54.0,ST ,74.0,52.0,51.0,65.0,52.0,78.0,72.0,82.0,75.0,54.0,82.0
139,81.0,45.0,59.0,79.0,76.0,208448,81.0,55.0,45.0,76.0,59.0,79.0,81.0,74.0,81.0,61.0,LM CAM ,81.0,55.0,45.0,76.0,59.0,79.0,81.0,74.0,81.0,61.0,74.0
140,64.0,82.0,80.0,61.0,70.0,207865,64.0,80.0,82.0,70.0,80.0,61.0,67.0,60.0,63.0,79.0,CB ,64.0,80.0,82.0,70.0,80.0,61.0,67.0,60.0,63.0,79.0,60.0
141,72.0,79.0,81.0,69.0,79.0,207566,72.0,75.0,79.0,79.0,81.0,69.0,72.0,67.0,69.0,75.0,CM CDM ,72.0,75.0,79.0,79.0,81.0,69.0,72.0,67.0,69.0,75.0,67.0
142,69.0,81.0,79.0,69.0,73.0,205600,69.0,79.0,81.0,73.0,79.0,69.0,70.0,69.0,69.0,78.0,CB ,69.0,79.0,81.0,73.0,79.0,69.0,70.0,69.0,69.0,78.0,69.0
143,81.0,41.0,55.0,80.0,74.0,204485,81.0,54.0,41.0,74.0,55.0,80.0,81.0,74.0,82.0,60.0,RM ,81.0,54.0,41.0,74.0,55.0,80.0,81.0,74.0,82.0,60.0,74.0
144,66.0,82.0,79.0,66.0,71.0,203376,66.0,77.0,82.0,71.0,79.0,66.0,67.0,67.0,65.0,76.0,CB ,66.0,77.0,82.0,71.0,79.0,66.0,67.0,67.0,65.0,76.0,67.0
145,83.0,58.0,65.0,83.0,79.0,201942,83.0,63.0,58.0,79.0,65.0,83.0,82.0,81.0,82.0,66.0,CAM CF ST ,83.0,63.0,58.0,79.0,65.0,83.0,82.0,81.0,82.0,66.0,81.0
146,72.0,82.0,82.0,72.0,77.0,200888,72.0,77.0,82.0,77.0,82.0,72.0,72.0,71.0,69.0,76.0,CM CB CDM ,72.0,77.0,82.0,77.0,82.0,72.0,72.0,71.0,69.0,76.0,71.0
147,81.0,47.0,57.0,81.0,75.0,199715,81.0,54.0,47.0,75.0,57.0,81.0,82.0,79.0,81.0,59.0,RM LM ,81.0,54.0,47.0,75.0,57.0,81.0,82.0,79.0,81.0,59.0,79.0
148,,,,,,199482,,,,,,,,,,,GK ,,,,,,,,,,,
149,59.0,81.0,77.0,58.0,66.0,198176,59.0,75.0,81.0,66.0,77.0,58.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,66.0,77.0,58.0,60.0,57.0,57.0,73.0,57.0
150,,,,,,198009,,,,,,,,,,,GK ,,,,,,,,,,,
151,66.0,82.0,79.0,64.0,72.0,197061,66.0,76.0,82.0,72.0,79.0,64.0,66.0,63.0,63.0,75.0,CB ,66.0,76.0,82.0,72.0,79.0,64.0,66.0,63.0,63.0,75.0,63.0
152,74.0,81.0,82.0,73.0,77.0,193474,74.0,80.0,81.0,77.0,82.0,73.0,74.0,70.0,72.0,80.0,CM CDM ,74.0,80.0,81.0,77.0,82.0,73.0,74.0,70.0,72.0,80.0,70.0
153,81.0,46.0,55.0,82.0,72.0,192629,81.0,54.0,46.0,72.0,55.0,82.0,79.0,82.0,81.0,58.0,RW ST ,81.0,54.0,46.0,72.0,55.0,82.0,79.0,82.0,81.0,58.0,82.0
154,58.0,81.0,76.0,58.0,64.0,192366,58.0,75.0,81.0,64.0,76.0,58.0,58.0,63.0,57.0,72.0,CB ,58.0,75.0,81.0,64.0,76.0,58.0,58.0,63.0,57.0,72.0,63.0
155,74.0,80.0,81.0,73.0,79.0,191202,74.0,78.0,80.0,79.0,81.0,73.0,74.0,73.0,72.0,78.0,CM CDM ,74.0,78.0,80.0,79.0,81.0,73.0,74.0,73.0,72.0,78.0,73.0
156,83.0,63.0,72.0,81.0,81.0,191180,83.0,68.0,63.0,81.0,72.0,81.0,81.0,77.0,81.0,71.0,RW LW CM ,83.0,68.0,63.0,81.0,72.0,81.0,81.0,77.0,81.0,71.0,77.0
157,80.0,65.0,74.0,78.0,82.0,189513,80.0,68.0,65.0,82.0,74.0,78.0,78.0,75.0,77.0,71.0,CDM CAM CM ,80.0,68.0,65.0,82.0,74.0,78.0,78.0,75.0,77.0,71.0,75.0
158,81.0,43.0,59.0,78.0,76.0,189358,81.0,56.0,43.0,76.0,59.0,78.0,79.0,71.0,78.0,61.0,CF CAM ,81.0,56.0,43.0,76.0,59.0,78.0,79.0,71.0,78.0,61.0,71.0
159,82.0,70.0,76.0,80.0,82.0,189125,82.0,75.0,70.0,82.0,76.0,80.0,81.0,77.0,81.0,78.0,LW CM ,82.0,75.0,70.0,82.0,76.0,80.0,81.0,77.0,81.0,78.0,77.0
160,71.0,57.0,57.0,76.0,67.0,189068,71.0,54.0,57.0,67.0,57.0,76.0,68.0,81.0,69.0,55.0,ST ,71.0,54.0,57.0,67.0,57.0,76.0,68.0,81.0,69.0,55.0,81.0
161,73.0,79.0,78.0,73.0,74.0,188377,73.0,82.0,79.0,74.0,78.0,73.0,76.0,72.0,74.0,81.0,RWB RB ,73.0,82.0,79.0,74.0,78.0,73.0,76.0,72.0,74.0,81.0,72.0
162,81.0,49.0,61.0,80.0,77.0,188152,81.0,61.0,49.0,77.0,61.0,80.0,79.0,74.0,79.0,64.0,CAM ,81.0,61.0,49.0,77.0,61.0,80.0,79.0,74.0,79.0,64.0,74.0
163,74.0,82.0,82.0,73.0,79.0,187936,74.0,77.0,82.0,79.0,82.0,73.0,72.0,73.0,70.0,76.0,CM CDM ,74.0,77.0,82.0,79.0,82.0,73.0,72.0,73.0,70.0,76.0,73.0
164,64.0,82.0,79.0,62.0,69.0,186547,64.0,78.0,82.0,69.0,79.0,62.0,63.0,62.0,61.0,75.0,CB ,64.0,78.0,82.0,69.0,79.0,62.0,63.0,62.0,61.0,75.0,62.0
165,62.0,81.0,77.0,60.0,67.0,185239,62.0,77.0,81.0,67.0,77.0,60.0,63.0,59.0,60.0,74.0,CB ,62.0,77.0,81.0,67.0,77.0,60.0,63.0,59.0,60.0,74.0,59.0
166,80.0,48.0,56.0,81.0,73.0,185020,80.0,60.0,48.0,73.0,56.0,81.0,81.0,79.0,82.0,64.0,RW ,80.0,60.0,48.0,73.0,56.0,81.0,81.0,79.0,82.0,64.0,79.0
167,80.0,75.0,81.0,78.0,82.0,184826,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,CDM CM ,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,74.0
168,83.0,41.0,57.0,83.0,76.0,184431,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,ST CF ,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,76.0
169,81.0,50.0,61.0,80.0,76.0,184144,81.0,61.0,50.0,76.0,61.0,80.0,81.0,75.0,81.0,65.0,LM ,81.0,61.0,50.0,76.0,61.0,80.0,81.0,75.0,81.0,65.0,75.0
170,76.0,73.0,72.0,78.0,75.0,181783,76.0,72.0,73.0,75.0,72.0,78.0,77.0,81.0,76.0,72.0,LM ST ,76.0,72.0,73.0,75.0,72.0,78.0,77.0,81.0,76.0,72.0,81.0
171,82.0,69.0,75.0,80.0,81.0,180819,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,CM ,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,77.0
172,62.0,81.0,76.0,61.0,66.0,179784,62.0,76.0,81.0,66.0,76.0,61.0,63.0,63.0,61.0,73.0,CB ,62.0,76.0,81.0,66.0,76.0,61.0,63.0,63.0,61.0,73.0,63.0
173,81.0,66.0,75.0,78.0,81.0,178562,81.0,70.0,66.0,81.0,75.0,78.0,79.0,71.0,79.0,73.0,CM CAM ,81.0,70.0,66.0,81.0,75.0,78.0,79.0,71.0,79.0,73.0,71.0
174,,,,,,178005,,,,,,,,,,,GK ,,,,,,,,,,,
175,,,,,,177683,,,,,,,,,,,GK ,,,,,,,,,,,
176,75.0,79.0,82.0,73.0,79.0,177358,75.0,79.0,79.0,79.0,82.0,73.0,75.0,71.0,72.0,79.0,CM CDM ,75.0,79.0,79.0,79.0,82.0,73.0,75.0,71.0,72.0,79.0,71.0
177,81.0,50.0,58.0,82.0,75.0,176769,81.0,55.0,50.0,75.0,58.0,82.0,79.0,81.0,80.0,58.0,CF ST ,81.0,55.0,50.0,75.0,58.0,82.0,79.0,81.0,80.0,58.0,81.0
178,80.0,51.0,59.0,81.0,74.0,176600,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,ST ,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,81.0
179,74.0,80.0,79.0,74.0,75.0,173771,74.0,81.0,80.0,75.0,79.0,74.0,76.0,74.0,75.0,81.0,CB RB ,74.0,81.0,80.0,75.0,79.0,74.0,76.0,74.0,75.0,81.0,74.0
180,64.0,81.0,77.0,63.0,70.0,170481,64.0,74.0,81.0,70.0,77.0,63.0,63.0,66.0,61.0,72.0,CB ,64.0,74.0,81.0,70.0,77.0,63.0,63.0,66.0,61.0,72.0,66.0
181,76.0,79.0,80.0,77.0,77.0,167905,76.0,82.0,79.0,77.0,80.0,77.0,80.0,75.0,78.0,82.0,RB ,76.0,82.0,79.0,77.0,80.0,77.0,80.0,75.0,78.0,82.0,75.0
182,,,,,,163587,,,,,,,,,,,GK ,,,,,,,,,,,
183,80.0,78.0,80.0,79.0,81.0,162240,80.0,76.0,78.0,81.0,80.0,79.0,79.0,77.0,78.0,77.0,CDM CM ,80.0,76.0,78.0,81.0,80.0,79.0,79.0,77.0,78.0,77.0,77.0
184,82.0,66.0,75.0,80.0,82.0,161956,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,CF CM CAM ,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,74.0
185,68.0,82.0,79.0,68.0,72.0,159147,68.0,79.0,82.0,72.0,79.0,68.0,69.0,69.0,67.0,77.0,CB ,68.0,79.0,82.0,72.0,79.0,68.0,69.0,69.0,67.0,77.0,69.0
186,76.0,75.0,81.0,73.0,80.0,158963,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,CM CDM ,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,68.0
187,73.0,78.0,78.0,72.0,75.0,146760,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,RB ,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,69.0
188,,,,,,146748,,,,,,,,,,,GK ,,,,,,,,,,,
189,82.0,64.0,72.0,80.0,81.0,146562,82.0,69.0,64.0,81.0,72.0,80.0,81.0,75.0,81.0,72.0,CDM CM ,82.0,69.0,64.0,81.0,72.0,80.0,81.0,75.0,81.0,72.0,75.0
190,68.0,80.0,81.0,65.0,73.0,142754,68.0,78.0,80.0,73.0,81.0,65.0,67.0,63.0,65.0,77.0,CDM CB ,68.0,78.0,80.0,73.0,81.0,65.0,67.0,63.0,65.0,77.0,63.0
191,81.0,47.0,62.0,79.0,78.0,139869,81.0,58.0,47.0,78.0,62.0,79.0,79.0,72.0,80.0,63.0,CAM ,81.0,58.0,47.0,78.0,62.0,79.0,79.0,72.0,80.0,63.0,72.0
192,82.0,41.0,56.0,81.0,76.0,139068,82.0,53.0,41.0,76.0,56.0,81.0,81.0,76.0,82.0,59.0,LM CAM RW LW ,82.0,53.0,41.0,76.0,56.0,81.0,81.0,76.0,82.0,59.0,76.0
193,71.0,81.0,81.0,69.0,76.0,53302,71.0,78.0,81.0,76.0,81.0,69.0,69.0,69.0,67.0,76.0,CDM ,71.0,78.0,81.0,76.0,81.0,69.0,69.0,69.0,67.0,76.0,69.0
194,,,,,,24630,,,,,,,,,,,GK ,,,,,,,,,,,
195,81.0,37.0,52.0,80.0,74.0,20775,81.0,50.0,37.0,74.0,52.0,80.0,81.0,74.0,82.0,57.0,LM RM ,81.0,50.0,37.0,74.0,52.0,80.0,81.0,74.0,82.0,57.0,74.0
196,80.0,74.0,77.0,80.0,80.0,20289,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,CDM CM ,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,79.0
197,,,,,,5479,,,,,,,,,,,GK ,,,,,,,,,,,
198,,,,,,230621,,,,,,,,,,,GK ,,,,,,,,,,,
199,80.0,50.0,57.0,81.0,72.0,222492,80.0,59.0,50.0,72.0,57.0,81.0,81.0,80.0,82.0,63.0,LM RW LW ,80.0,59.0,50.0,72.0,57.0,81.0,81.0,80.0,82.0,63.0,80.0
200,71.0,80.0,81.0,69.0,76.0,219809,71.0,78.0,80.0,76.0,81.0,69.0,71.0,65.0,68.0,77.0,CM CDM ,71.0,78.0,80.0,76.0,81.0,69.0,71.0,65.0,68.0,77.0,65.0
201,79.0,78.0,79.0,79.0,81.0,219683,79.0,76.0,78.0,81.0,79.0,79.0,78.0,79.0,77.0,77.0,CDM CM ,79.0,76.0,78.0,81.0,79.0,79.0,78.0,79.0,77.0,77.0,79.0
202,74.0,61.0,63.0,77.0,72.0,217699,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,ST ,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,80.0
203,81.0,48.0,58.0,80.0,74.0,216594,81.0,54.0,48.0,74.0,58.0,80.0,79.0,77.0,81.0,59.0,ST CAM ,81.0,54.0,48.0,74.0,58.0,80.0,79.0,77.0,81.0,59.0,77.0
204,81.0,73.0,78.0,79.0,81.0,216451,81.0,76.0,73.0,81.0,78.0,79.0,80.0,75.0,79.0,77.0,CDM CM ,81.0,76.0,73.0,81.0,78.0,79.0,80.0,75.0,79.0,77.0,75.0
205,80.0,46.0,55.0,81.0,72.0,215785,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,ST LW ,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,79.0
206,57.0,81.0,75.0,54.0,64.0,213331,57.0,73.0,81.0,64.0,75.0,54.0,57.0,52.0,53.0,70.0,CB ,57.0,73.0,81.0,64.0,75.0,54.0,57.0,52.0,53.0,70.0,52.0
207,81.0,47.0,59.0,81.0,75.0,212404,81.0,58.0,47.0,75.0,59.0,81.0,81.0,76.0,82.0,63.0,LM CF RM ,81.0,58.0,47.0,75.0,59.0,81.0,81.0,76.0,82.0,63.0,76.0
208,77.0,46.0,53.0,80.0,68.0,212188,77.0,55.0,46.0,68.0,53.0,80.0,78.0,81.0,80.0,59.0,ST ,77.0,55.0,46.0,68.0,53.0,80.0,78.0,81.0,80.0,59.0,81.0
209,79.0,74.0,78.0,77.0,80.0,211575,79.0,72.0,74.0,80.0,78.0,77.0,76.0,75.0,75.0,73.0,CAM LW CM ,79.0,72.0,74.0,80.0,78.0,77.0,76.0,75.0,75.0,73.0,75.0
210,79.0,55.0,60.0,81.0,72.0,211300,79.0,62.0,55.0,72.0,60.0,81.0,80.0,81.0,82.0,65.0,ST LM ,79.0,62.0,55.0,72.0,60.0,81.0,80.0,81.0,82.0,65.0,81.0
211,80.0,77.0,80.0,79.0,81.0,209658,80.0,80.0,77.0,81.0,80.0,79.0,80.0,77.0,79.0,80.0,CDM CAM CM ,80.0,80.0,77.0,81.0,80.0,79.0,80.0,77.0,79.0,80.0,77.0
212,81.0,46.0,55.0,81.0,73.0,208808,81.0,56.0,46.0,73.0,55.0,81.0,81.0,78.0,82.0,60.0,LM ST RM ,81.0,56.0,46.0,73.0,55.0,81.0,81.0,78.0,82.0,60.0,78.0
213,81.0,51.0,63.0,81.0,78.0,208618,81.0,62.0,51.0,78.0,63.0,81.0,82.0,76.0,82.0,67.0,RM RW ,81.0,62.0,51.0,78.0,63.0,81.0,82.0,76.0,82.0,67.0,76.0
214,80.0,78.0,79.0,79.0,81.0,208421,80.0,78.0,78.0,81.0,79.0,79.0,79.0,77.0,78.0,78.0,RM CM ,80.0,78.0,78.0,81.0,79.0,79.0,79.0,77.0,78.0,78.0,77.0
215,59.0,81.0,77.0,56.0,65.0,207863,59.0,75.0,81.0,65.0,77.0,56.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,65.0,77.0,56.0,60.0,57.0,57.0,73.0,57.0
216,75.0,44.0,50.0,78.0,66.0,207664,75.0,49.0,44.0,66.0,50.0,78.0,75.0,80.0,77.0,53.0,ST ,75.0,49.0,44.0,66.0,50.0,78.0,75.0,80.0,77.0,53.0,80.0
217,81.0,57.0,66.0,80.0,78.0,207471,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,CF CM CAM ,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,77.0
218,81.0,65.0,74.0,78.0,81.0,207410,81.0,71.0,65.0,81.0,74.0,78.0,80.0,71.0,79.0,74.0,CDM CM ,81.0,71.0,65.0,81.0,74.0,78.0,80.0,71.0,79.0,74.0,71.0
219,,,,,,206652,,,,,,,,,,,GK ,,,,,,,,,,,
220,81.0,69.0,74.0,80.0,81.0,206545,81.0,71.0,69.0,81.0,74.0,80.0,79.0,77.0,78.0,73.0,CAM CDM CM ,81.0,71.0,69.0,81.0,74.0,80.0,79.0,77.0,78.0,73.0,77.0
221,59.0,81.0,75.0,58.0,64.0,205452,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,RB CB ,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,58.0
222,81.0,50.0,59.0,81.0,75.0,204970,81.0,59.0,50.0,75.0,59.0,81.0,81.0,78.0,82.0,63.0,RM RW ,81.0,59.0,50.0,75.0,59.0,81.0,81.0,78.0,82.0,63.0,78.0
223,53.0,81.0,74.0,52.0,60.0,204639,53.0,72.0,81.0,60.0,74.0,52.0,54.0,53.0,51.0,68.0,CB ,53.0,72.0,81.0,60.0,74.0,52.0,54.0,53.0,51.0,68.0,53.0
224,62.0,81.0,77.0,62.0,67.0,204525,62.0,75.0,81.0,67.0,77.0,62.0,62.0,63.0,60.0,73.0,CB ,62.0,75.0,81.0,67.0,77.0,62.0,62.0,63.0,60.0,73.0,63.0
225,76.0,74.0,81.0,73.0,79.0,204277,76.0,78.0,74.0,79.0,81.0,73.0,77.0,67.0,74.0,80.0,CM CDM ,76.0,78.0,74.0,79.0,81.0,73.0,77.0,67.0,74.0,80.0,67.0
226,80.0,76.0,79.0,80.0,80.0,203551,80.0,80.0,76.0,80.0,79.0,80.0,81.0,79.0,81.0,80.0,CM RW RB ,80.0,80.0,76.0,80.0,79.0,80.0,81.0,79.0,81.0,80.0,79.0
227,79.0,71.0,75.0,79.0,80.0,203483,79.0,73.0,71.0,80.0,75.0,79.0,78.0,79.0,77.0,73.0,CAM CM ,79.0,73.0,71.0,80.0,75.0,79.0,78.0,79.0,77.0,73.0,79.0
228,80.0,48.0,57.0,81.0,72.0,202857,80.0,58.0,48.0,72.0,57.0,81.0,80.0,77.0,82.0,63.0,RM ,80.0,58.0,48.0,72.0,57.0,81.0,80.0,77.0,82.0,63.0,77.0
229,80.0,53.0,61.0,80.0,74.0,202652,80.0,64.0,53.0,74.0,61.0,80.0,81.0,74.0,81.0,67.0,LM RM RW ,80.0,64.0,53.0,74.0,61.0,80.0,81.0,74.0,81.0,67.0,74.0
230,82.0,37.0,53.0,81.0,75.0,202651,82.0,53.0,37.0,75.0,53.0,81.0,82.0,74.0,82.0,58.0,RW ,82.0,53.0,37.0,75.0,53.0,81.0,82.0,74.0,82.0,58.0,74.0
231,80.0,41.0,53.0,80.0,72.0,202477,80.0,55.0,41.0,72.0,53.0,80.0,81.0,74.0,82.0,60.0,RW LW ,80.0,55.0,41.0,72.0,53.0,80.0,81.0,74.0,82.0,60.0,74.0
232,68.0,81.0,78.0,67.0,72.0,202335,68.0,77.0,81.0,72.0,78.0,67.0,69.0,68.0,66.0,76.0,CM CDM CB ,68.0,77.0,81.0,72.0,78.0,67.0,69.0,68.0,66.0,76.0,68.0
233,66.0,80.0,77.0,66.0,69.0,201862,66.0,77.0,80.0,69.0,77.0,66.0,68.0,67.0,66.0,76.0,LB CB ,66.0,77.0,80.0,69.0,77.0,66.0,68.0,67.0,66.0,76.0,67.0
234,79.0,55.0,62.0,79.0,74.0,200949,79.0,64.0,55.0,74.0,62.0,79.0,80.0,75.0,81.0,67.0,LW RW ,79.0,64.0,55.0,74.0,62.0,79.0,80.0,75.0,81.0,67.0,75.0
235,81.0,43.0,54.0,82.0,73.0,200104,81.0,54.0,43.0,73.0,54.0,82.0,81.0,80.0,82.0,59.0,ST RM LM ,81.0,54.0,43.0,73.0,54.0,82.0,81.0,80.0,82.0,59.0,80.0
236,59.0,81.0,77.0,57.0,66.0,199845,59.0,73.0,81.0,66.0,77.0,57.0,57.0,58.0,53.0,70.0,CB ,59.0,73.0,81.0,66.0,77.0,57.0,57.0,58.0,53.0,70.0,58.0
237,75.0,73.0,79.0,73.0,80.0,199503,75.0,71.0,73.0,80.0,79.0,73.0,72.0,69.0,70.0,73.0,CDM CM ,75.0,71.0,73.0,80.0,79.0,73.0,72.0,69.0,70.0,73.0,69.0
238,83.0,60.0,70.0,81.0,81.0,198164,83.0,68.0,60.0,81.0,70.0,81.0,82.0,75.0,82.0,72.0,CAM LM CM ,83.0,68.0,60.0,81.0,70.0,81.0,82.0,75.0,82.0,72.0,75.0
239,82.0,64.0,74.0,81.0,81.0,197965,82.0,71.0,64.0,81.0,74.0,81.0,82.0,75.0,81.0,74.0,RM CM ,82.0,71.0,64.0,81.0,74.0,81.0,82.0,75.0,81.0,74.0,75.0
240,75.0,53.0,56.0,78.0,68.0,195093,75.0,53.0,53.0,68.0,56.0,78.0,73.0,81.0,75.0,56.0,ST ,75.0,53.0,53.0,68.0,56.0,78.0,73.0,81.0,75.0,56.0,81.0
241,,,,,,193698,,,,,,,,,,,GK ,,,,,,,,,,,
242,68.0,80.0,80.0,65.0,74.0,193532,68.0,78.0,80.0,74.0,80.0,65.0,68.0,62.0,65.0,77.0,CB CDM ,68.0,78.0,80.0,74.0,80.0,65.0,68.0,62.0,65.0,77.0,62.0
243,59.0,81.0,78.0,57.0,66.0,193469,59.0,75.0,81.0,66.0,78.0,57.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,66.0,78.0,57.0,60.0,57.0,57.0,73.0,57.0
244,81.0,55.0,66.0,80.0,77.0,193348,81.0,64.0,55.0,77.0,66.0,80.0,80.0,74.0,80.0,68.0,RW RM ,81.0,64.0,55.0,77.0,66.0,80.0,80.0,74.0,80.0,68.0,74.0
245,79.0,65.0,69.0,80.0,75.0,193082,79.0,72.0,65.0,75.0,69.0,80.0,80.0,76.0,81.0,74.0,RM ,79.0,72.0,65.0,75.0,69.0,80.0,80.0,76.0,81.0,74.0,76.0
246,75.0,54.0,56.0,79.0,67.0,192387,75.0,56.0,54.0,67.0,56.0,79.0,74.0,81.0,76.0,58.0,ST ,75.0,56.0,54.0,67.0,56.0,79.0,74.0,81.0,76.0,58.0,81.0
247,80.0,46.0,57.0,80.0,73.0,190483,80.0,57.0,46.0,73.0,57.0,80.0,80.0,76.0,81.0,61.0,RM LM ,80.0,57.0,46.0,73.0,57.0,80.0,80.0,76.0,81.0,61.0,76.0
248,73.0,78.0,77.0,72.0,74.0,190456,73.0,81.0,78.0,74.0,77.0,72.0,75.0,70.0,74.0,81.0,RB ,73.0,81.0,78.0,74.0,77.0,72.0,75.0,70.0,74.0,81.0,70.0
249,73.0,81.0,81.0,73.0,78.0,189560,73.0,74.0,81.0,78.0,81.0,73.0,71.0,75.0,69.0,74.0,CAM CM CDM ,73.0,74.0,81.0,78.0,81.0,73.0,71.0,75.0,69.0,74.0,75.0
250,,,,,,188943,,,,,,,,,,,GK ,,,,,,,,,,,
251,72.0,82.0,81.0,71.0,75.0,188942,72.0,78.0,82.0,75.0,81.0,71.0,72.0,72.0,70.0,78.0,CM CDM ,72.0,78.0,82.0,75.0,81.0,71.0,72.0,72.0,70.0,78.0,72.0
252,81.0,55.0,64.0,81.0,76.0,188803,81.0,63.0,55.0,76.0,64.0,81.0,81.0,77.0,82.0,66.0,CAM LM ,81.0,63.0,55.0,76.0,64.0,81.0,81.0,77.0,82.0,66.0,77.0
253,82.0,56.0,65.0,81.0,77.0,187754,82.0,64.0,56.0,77.0,65.0,81.0,81.0,76.0,82.0,68.0,RM ,82.0,64.0,56.0,77.0,65.0,81.0,81.0,76.0,82.0,68.0,76.0
254,81.0,68.0,74.0,82.0,80.0,187072,81.0,71.0,68.0,80.0,74.0,82.0,80.0,80.0,80.0,73.0,CAM CF ,81.0,71.0,68.0,80.0,74.0,82.0,80.0,80.0,80.0,73.0,80.0
255,76.0,46.0,52.0,78.0,68.0,186627,76.0,50.0,46.0,68.0,52.0,78.0,75.0,79.0,77.0,54.0,ST ,76.0,50.0,46.0,68.0,52.0,78.0,75.0,79.0,77.0,54.0,79.0
256,79.0,69.0,75.0,78.0,80.0,186561,79.0,73.0,69.0,80.0,75.0,78.0,79.0,75.0,78.0,75.0,RM CDM CM ,79.0,73.0,69.0,80.0,75.0,78.0,79.0,75.0,78.0,75.0,75.0
257,,,,,,186153,,,,,,,,,,,GK ,,,,,,,,,,,
258,80.0,59.0,67.0,79.0,78.0,184484,80.0,66.0,59.0,78.0,67.0,79.0,80.0,77.0,80.0,69.0,LM CAM ,80.0,66.0,59.0,78.0,67.0,79.0,80.0,77.0,80.0,69.0,77.0
259,81.0,45.0,57.0,80.0,75.0,184267,81.0,56.0,45.0,75.0,57.0,80.0,80.0,73.0,81.0,61.0,LM ,81.0,56.0,45.0,75.0,57.0,80.0,80.0,73.0,81.0,61.0,73.0
260,79.0,63.0,68.0,79.0,77.0,184200,79.0,64.0,63.0,77.0,68.0,79.0,80.0,78.0,80.0,68.0,LW RM LM ,79.0,64.0,63.0,77.0,68.0,79.0,80.0,78.0,80.0,68.0,78.0
261,78.0,77.0,81.0,76.0,81.0,183711,78.0,79.0,77.0,81.0,81.0,76.0,78.0,74.0,76.0,80.0,CM CDM ,78.0,79.0,77.0,81.0,81.0,76.0,78.0,74.0,76.0,80.0,74.0
